am,y,ciiu3,publicidad,ventas,hombres,mujeres,kw
2,1986,356,666.08,148666.42,27.959999,18.540001,352263.84
3,1986,356,1337.627118644068,269642.2372881356,39.067795,18.169491,822890.9322033898
4,1986,356,241.25,135189.25,39.25,10,184058.25
5,1986,356,201.1034482758621,245902.0689655173,28.172413,17.448277,622736.7586206896
6,1986,356,187.3333333333333,157208,31.833334,6.5,691681.1666666666
7,1986,356,0,206655.6666666667,26.333334,19.333334,557077.6666666666
8,1986,356,1486.333333333333,619508.5,55.333332,9.166667,1507464.833333333
9,1986,356,99.2258064516129,111946.9677419355,28.129032,8.1935482,354320.7419354839
1,1986,361,33.5,12399.5,6.25,10.625,118160.25
2,1986,361,0,738534,120,113,1025400
3,1986,361,22.41666666666667,666342.3333333334,163.75,59.583332,2642651.416666667
9,1986,361,1456.666666666667,653551.1111111111,148.33333,41.111111,2462598.777777778
1,1986,362,549.2592592592592,232906.7407407407,55.370369,12.888889,1037397.037037037
2,1986,362,193.8,105261.6,28.200001,49.400002,131053.8
3,1986,362,460.3529411764706,262517.5882352941,61.764706,8.4705887,1295661.352941176
5,1986,362,91.75,516360.75,85.75,8.75,1842613.5
6,1986,362,498,24134.5,19,1.5,94014
7,1986,362,587.6666666666666,90066.33333333333,130.66667,10.666667,178166.6666666667
9,1986,362,20242,2420460.666666667,318.83334,15.666667,10729292.66666667
1,1986,369,945.2727272727273,288559.6181818182,64.490906,7.3636365,576032.4
2,1986,369,1844.882352941177,624765.1176470588,84.941177,9,6831972.823529412
3,1986,369,526.8148148148148,185266.8641975309,55.913582,4.8888888,1102471.654320988
4,1986,369,6102.666666666667,559788.5,97.333336,8.166667,1096808.666666667
5,1986,369,2359.181818181818,737681,96.090912,7.7272725,9297527.727272727
6,1986,369,188.8,139384.6666666667,27.200001,3,1016605.866666667
7,1986,369,41.5,26270.5,13.5,2,87835.5
8,1986,369,118,719009,60.799999,5.8000002,13751806.2
9,1986,369,1094.255813953488,431646.5697674418,76.174416,7.5348835,4833692.465116279
1,1986,371,184.7407407407407,310388.1111111111,39.148148,5.0370369,428718
2,1986,371,345.8181818181818,602004.5454545454,67.181816,4.2727275,4556796.181818182
3,1986,371,12219.71428571429,2936791.142857143,218.71428,26,17119706.57142857
4,1986,371,127.6666666666667,62288,42.333332,2.3333333,275199.3333333333
5,1986,371,185.4,235139.6,27.200001,2.5999999,1161903.4
6,1986,371,46,18327.5,10.5,1.5,91061
9,1986,371,3789.75,4376036.416666667,481.58334,50.416668,86204761.91666667
1,1986,372,163.8333333333333,73357,21.5,4.1666665,233347.3333333333
2,1986,372,5194,1550369.5,103.25,12.5,4182842.5
3,1986,372,277.4166666666667,181877.4166666667,27,7.8333335,522640.5
5,1986,372,31107,4848569,562,45,12628000
6,1986,372,0,13923,10,1,50218
7,1986,372,218,244561,55,12,944865
9,1986,372,587.6666666666666,170899.3333333333,44.333332,8.666667,810932.3333333334
1,1986,381,821.1095890410959,175807.9908675799,41.200912,9.6164379,264055.1735159818
2,1986,381,1748.1,155701.7666666667,47.483334,8.9499998,249013.6
3,1986,381,1236.472727272727,159093.8818181818,44.69091,8.1090908,393930.9636363636
4,1986,381,1316.125,211087.25,44.5625,5.875,336836.4375
5,1986,381,877.925925925926,171364.2222222222,71.555557,7.2592592,285936.0740740741
6,1986,381,260.2,141849.2666666667,32.799999,4,659401.1333333333
7,1986,381,78.92307692307692,30257.69230769231,21.461538,2.3076923,25718.76923076923
8,1986,381,87.40000000000001,140495.8,31,4.4000001,101867.8
9,1986,381,550.4423076923077,152919.3076923077,36.78846,11.384615,267819.6730769231
1,1986,382,1842.853846153846,172095.1307692308,44.623077,8.0538464,149484.8461538462
2,1986,382,631.9772727272728,98127.25,30.681818,6.1136365,104619.6136363636
3,1986,382,1026.844827586207,164998.5344827586,45.689655,5.1724138,508484.7931034483
4,1986,382,695,583478,83.400002,4.4000001,515844.6
5,1986,382,935.5263157894736,196845.1578947369,38.789474,5.4210525,289798.8947368421
6,1986,382,738.5625,65078.25,26.375,8.5625,169423.3125
7,1986,382,119.8333333333333,18231.5,16.333334,3.6666667,31988.16666666667
8,1986,382,1993.714285714286,269906,53.857143,5.1428571,134518.2857142857
9,1986,382,245.1666666666667,35131.25,23.25,2.9166667,60255.875
1,1986,383,6100.828282828283,438346.1717171717,58.81818,28.343435,267001.6464646464
2,1986,383,2146.230769230769,760603.0384615385,79.230766,16.307692,842400.1538461539
3,1986,383,2612.925,176963.7,37.724998,13.225,239291.1
4,1986,383,179113,1712300,137,140,782520.5
5,1986,383,1061.333333333333,676160,66.666664,13.666667,879958.5
6,1986,383,1234.666666666667,240142,26.666666,19.333334,541575.6666666666
7,1986,383,3013.888888888889,223227.4444444444,48.555557,33.444443,213239.8888888889
9,1986,383,6072.125,211908,39.25,22.75,308765.25
1,1986,384,7149.544444444445,854735.5555555555,84.022224,12.5,410325.6222222222
2,1986,384,3905.857142857143,298853.8571428572,82.928574,10.428572,304749.7857142857
3,1986,384,995.1702127659574,818690.0638297872,63.574467,6.4680853,337903.7872340425
4,1986,384,603.75,141787.375,40.625,6.375,168615.625
5,1986,384,479.8571428571428,314047.2380952381,98.238098,6.1904764,377356.4285714286
6,1986,384,279.2857142857143,416073,26.714285,5,268968
7,1986,384,2563,270125.6,46.799999,20,92120.8
8,1986,384,460,397334,114.16666,5.1666665,763298.5
9,1986,384,208.1333333333333,544366.0666666667,95.333336,12.733334,341211.8
1,1986,385,272.1875,91770.8125,21.21875,15.6875,106780.28125
2,1986,385,159708.2,1232460.2,87.599998,46.200001,750975
3,1986,385,5234.944444444444,158306.5555555556,23.388889,15.555555,205949.8333333333
5,1986,385,929,215359,49.666668,37.666668,668211.6666666666
6,1986,385,0,4251,4,6,11678
7,1986,385,75,8093,12,3,9535
9,1986,385,795.5,156462.5,41.5,65.5,448562
1,1986,390,4346.582089552238,172371.5373134328,26.791044,24.731344,128146.328358209
2,1986,390,29215.09523809524,414343.8095238095,44.523811,26.761906,394416.7619047619
3,1986,390,495.4615384615385,73747.58974358975,23.051283,14.051282,197646.3333333333
5,1986,390,1113.363636363636,302064.9090909091,49.727272,46.636364,931655.0909090909
6,1986,390,66.59999999999999,25846.6,8.3999996,3.2,30185.8
9,1986,390,3174.5,234660.6666666667,44.666668,25.833334,728763.5
1,1987,311,13227.05531914894,605245.0510638298,44.965958,21.553192,484447.5957446809
2,1987,311,15119.81395348837,802225.7790697675,45.093021,21.5,684042.0813953489
3,1987,311,7428.517543859649,653123.6754385965,49.228069,21.228069,624455.9210526316
4,1987,311,3359.6,765306.1,29.700001,14.05,301318.95
5,1987,311,1241.263157894737,714391.8157894737,44,13.473684,926758.1710526316
6,1987,311,778.7209302325581,275349.8139534884,14.755814,8.5116282,241653
7,1987,311,301.9,1512692.15,54,21.65,571845.8000000001
8,1987,311,2152.433333333333,587268,31.133333,12.333333,780197.3000000001
9,1987,311,2875.752212389381,1016112.542772861,60.477875,11.510324,1054557.973451328
1,1987,312,49361.25714285715,956839.2,48.171429,24.571428,417488.9142857143
2,1987,312,16719.31034482759,418226.8275862069,27,12,465344.7931034483
3,1987,312,9635,1043129.964285714,42.892857,13.142858,647395
4,1987,312,204,1077946,52,11,2193082
5,1987,312,9663.4,882390.0500000001,39.099998,14.2,768309.45
6,1987,312,2291.5,902438.1666666666,22.083334,6.25,264682.1666666667
7,1987,312,1149.5,173354,14.5,4.5,57040.5
8,1987,312,522.8333333333334,239452.8333333333,15,4.6666665,552646
9,1987,312,8621.413793103448,1421744.448275862,48.637932,13.448276,1228539.155172414
1,1987,313,62380.46153846154,2931759.423076923,178.80769,30.576923,3568881.576923077
2,1987,313,48616.54545454546,1731563.090909091,137,38.18182,1844360.636363637
3,1987,313,163185.25,6264546.25,325.25,44.375,4634247.5
4,1987,313,83606,3467232,275,73.5,2073287.5
5,1987,313,78861.83333333333,3667597.333333334,300.83334,46.833332,5660654.333333333
6,1987,313,61830.6,2260692.4,184.8,32.400002,2796490.8
7,1987,313,66102.5,1995973.75,175.75,13.25,1798333.25
8,1987,313,73561.66666666667,1751933.333333333,209.66667,73.666664,1619648
9,1987,313,43599.54838709677,1051997.419354839,108.51613,19.435484,1261436.080645161
1,1987,314,86063.5,3750298,294,135,3256410
2,1987,314,68755,994242,187,21,435571
3,1987,314,463197,13916673,776,182,6676786
5,1987,314,3285,4791931,191,36,1003933
6,1987,314,30967.75,582784.25,93.5,36.75,307576.5
9,1987,314,185,25898.2,14,4.8000002,194693
1,1987,321,1658.331578947368,382375.4421052632,45.036842,47.142105,644164.5894736842
2,1987,321,1487.233333333333,337048.3666666666,28.866667,35.133335,454556.8
3,1987,321,6592.96178343949,977421.4649681528,111.40765,35.082802,2647630.375796178
4,1987,321,1563.5,640525.5,120.5,36.5,2406833
5,1987,321,670.4,455261,38.599998,20.733334,1342120.8
6,1987,321,215.6666666666667,62946.5,8.666667,33.5,120947.8333333333
7,1987,321,14086,1545375.8,124.6,111.6,2695851.8
9,1987,321,1682.916666666667,538669.3833333333,75.26667,25.533333,1998447.533333333
1,1987,322,1704.489451476793,122270.5274261603,11.64557,41.57806,65284.82278481012
2,1987,322,1776.146198830409,81381.5321637427,7.7894735,32.730995,39258.28654970761
3,1987,322,1314.985250737463,96809.78761061947,8.40413,34.501476,55631.19174041298
4,1987,322,6276.4,196810.4,18.6,90.800003,175853.6
5,1987,322,667.3,86907.57142857144,9.3999996,34.285713,83062.24285714286
6,1987,322,197.16,51285.65333333334,3.3066666,24.48,33679.37333333334
7,1987,322,4420.847222222223,192043.4861111111,16.222221,57.569443,235543.8888888889
8,1987,322,50.66666666666666,24807.83333333333,3.1666667,12.666667,20030.5
9,1987,322,183.5769230769231,44658.02564102564,5.5512819,25.128204,36275.73076923077
1,1987,323,1512.55,366958.55,39.174999,37.950001,210630.85
2,1987,323,1417.166666666667,1477135.666666667,137.5,35.833332,1497148.333333333
3,1987,323,864.7777777777778,371684.6111111111,51.277779,19.055555,536183.0555555555
4,1987,323,60,24625,3,16,5391
5,1987,323,312,2513929.5,274.5,18,2361998
6,1987,323,1755.75,111784.25,8.5,54.75,45707
7,1987,323,642.3333333333334,630080.3333333334,44.333332,11.333333,430566
8,1987,323,66,564438,37,4,182400
9,1987,323,31.44444444444444,68013.88888888889,18.333334,3.6666667,75968.11111111111
1,1987,324,4047.432098765432,196335.9259259259,32.716049,31.25926,138232.5555555556
2,1987,324,1459.676470588235,82466.70588235294,23.82353,34.176472,57337.29411764706
3,1987,324,1635.148148148148,147968.3703703704,28.111111,18.851852,147018.9259259259
5,1987,324,2445.1,269619.2,39.599998,38.400002,120224.4
6,1987,324,124.9019607843137,41579.56862745098,12.54902,9.6274509,19068.33333333333
7,1987,324,66.66666666666667,48500,14.444445,19.666666,35171.88888888889
8,1987,324,152,41813.5,35,17,29623.5
9,1987,324,118.4375,51929.78125,16.71875,9.03125,26034
1,1987,331,829.0731707317074,94480.41463414634,29.853659,9.4634142,96007.9756097561
2,1987,331,467.3076923076923,78004.92307692308,39.153847,3.9230769,127674
3,1987,331,157.1081081081081,57972.81081081081,21.18919,2.7297297,80643.78378378379
4,1987,331,693.3333333333334,86742.5,36.833332,3.3333333,117283.3333333333
5,1987,331,5906.421052631579,490339.4736842105,73.894737,8.5263157,1651691.842105263
6,1987,331,101.6,25935.73333333333,14.4,2.2666667,59759.66666666666
7,1987,331,34.66666666666666,24473,26,3.3333333,44719
8,1987,331,107.6923076923077,54030.53846153846,15.769231,2.6153846,55498.38461538462
9,1987,331,460.1666666666667,115993.1,25.1,6.0666666,265922.3333333333
1,1987,332,1336.2,109492.7875,39.012501,11.6375,110631.2125
2,1987,332,330,34115.25,19.0625,4.8125,22639.5
3,1987,332,515.5142857142857,55448.94285714286,29.514286,7.9142857,72685.88571428572
4,1987,332,351.3333333333333,23847.66666666667,16.333334,9.333333,41930.66666666666
5,1987,332,833.7857142857143,65698.5,21,5.2142859,48889.42857142857
6,1987,332,81.78571428571429,33030.64285714286,21.142857,4.8571429,41589.35714285715
7,1987,332,122,44523.7,42.299999,3,47448.5
8,1987,332,183,87949.8,42.200001,4,82230.60000000001
9,1987,332,506.4516129032258,57012.96774193549,26.193548,6.7419353,44532.06451612903
1,1987,341,368.468085106383,397839.6595744681,30.510639,12.87234,229663.4042553192
2,1987,341,2569.45945945946,1992005.945945946,81.351349,11.72973,11154345.78378378
3,1987,341,7851.652173913043,1070982.913043478,81.347824,19.782608,3375828.52173913
5,1987,341,833.6,1026327.9,58.799999,10.3,3914750.8
6,1987,341,240,50900,8,2,10930
7,1987,341,11890.33333333333,1468084.333333333,172.33333,58.333332,11085980.66666667
9,1987,341,4594.5,1342495.928571429,59.642857,12.714286,2430249.714285714
1,1987,342,2458.861635220126,332056.5283018868,50.308178,22.415094,162445.786163522
2,1987,342,7283,626857.425925926,57.01852,24.296297,457578.9444444444
3,1987,342,927.4807692307693,164804.1153846154,24.365385,15.923077,118882.0192307692
4,1987,342,205.0833333333333,73319.66666666667,21.833334,12.583333,56254.33333333334
5,1987,342,1894.952380952381,147455.8095238095,25.904762,9.4761906,139042
6,1987,342,433.1428571428572,107421.5,33.42857,18.071428,104744.7142857143
7,1987,342,220.75,53695.75,19.25,12.5,22478.5
8,1987,342,944.8,85267.5,26.299999,10.8,78424.8
9,1987,342,312,142780.2413793104,18.344828,20.172413,90621.10344827586
1,1987,351,4517.08,835396.16,51.240002,10.96,711984.24
2,1987,351,358.5384615384616,1534767.615384616,99.07692,19.846153,6832563.923076923
3,1987,351,11004.93333333333,2165201.333333334,124.73333,17.700001,6084949.9
4,1987,351,330.5,909211,74.5,8.5,1659424
5,1987,351,6985.692307692308,4487357,122.84615,14.615385,8242153.846153846
6,1987,351,265,136891,15.5,1.5,734030.5
8,1987,351,3722.181818181818,7248907.818181818,199.54546,24.818182,19675657.45454545
9,1987,351,1086.62962962963,1408611.148148148,156.33333,15.962963,9312183.888888888
1,1987,352,24824.31944444445,843123.125,52.951389,41.097221,258963.7777777778
2,1987,352,102401.15,1853105.425,79.675003,53.900002,928963.1
3,1987,352,19830.1875,893379.2291666666,50.5,27.75,427746.2083333333
4,1987,352,1966,288665.5,52.75,65.25,250822.75
5,1987,352,6945.538461538462,393241.6153846154,26.576923,17.5,202181.1923076923
6,1987,352,217,71697.5,17.25,30.25,61903.5
7,1987,352,1497.5,69480,9.166667,4.3333335,24912.33333333333
8,1987,352,14124.55555555556,318089.6666666667,23,12,122597.4444444444
9,1987,352,2979.176470588235,428145.4705882353,32.64706,30.588236,221339.5882352941
8,1987,353,194,59611209,443,41,87833405
9,1987,353,3113.25,30558235.25,998.5,57.75,144228238.25
1,1987,354,10648.08333333333,1558479.75,34.666668,4.3333335,279647.5
3,1987,354,220,355332.3333333333,25.333334,3,861340
5,1987,354,1835.5,323976.25,31.5,7.25,94244
6,1987,354,240,156472,26,4,141527
9,1987,354,687,411712.5,34,10.5,426342
1,1987,355,2371.2,252624.5428571429,40,11.742857,353101.4857142857
2,1987,355,47282.33333333334,3647091.888888889,203.44444,14,5469448.777777778
3,1987,355,1031.142857142857,111844.2142857143,23.857143,7.7857141,210882.3571428571
4,1987,355,337.3333333333333,19697.66666666667,12,4.3333335,116772.3333333333
5,1987,355,42,77255,10.6,5.4000001,151633.6
6,1987,355,48.8,69597.8,13.4,4.8000002,126086.2
9,1987,355,21860.875,1928909.625,172.875,13.625,3653378.75
1,1987,356,4187.801724137931,595127.7586206896,50.543102,28.862068,893318.8448275862
2,1987,356,438.7407407407408,166220.462962963,26.018518,12.055555,259453.1111111111
3,1987,356,1854.3125,332328.28125,36.3125,17.921875,734493.328125
4,1987,356,33109.2,1105792.4,121,91.400002,877726.4
5,1987,356,479.4814814814815,383681.8888888889,27.703703,17.888889,708813.2592592592
6,1987,356,1011.333333333333,215069.1666666667,31.5,5.5,413766.8333333333
7,1987,356,719.5,195438.75,24.75,15,385003
8,1987,356,1827.666666666667,803224.1666666666,69.5,10.666667,1553452.833333333
9,1987,356,1338.274509803922,220637.4117647059,33.176472,21.470589,359687.0196078431
1,1987,361,57,16287.14285714286,5.7142859,9.2857141,131609.2857142857
2,1987,361,0,847312,131,111,1119600
3,1987,361,67.14285714285714,791589.6428571428,146.57143,52,2462111.571428571
9,1987,361,9430.777777777777,997331.6666666666,163.11111,40.888889,3166196.888888889
1,1987,362,611.4375,266128.375,51.3125,11.3125,875498.5
2,1987,362,146.5,84363.83333333333,25,10.833333,82136
3,1987,362,992.5,390772.3125,67.0625,9.25,1446079.375
5,1987,362,68.5,783008.25,86,9.25,2222731.75
6,1987,362,1108,45457.5,25.5,1,153504
7,1987,362,1183.75,128546.5,95.25,14.5,115146
9,1987,362,24809.2,4505536.2,393.79999,20.4,13983303.8
1,1987,369,1680.89552238806,394066.2686567164,62.701492,6.7014923,744332.328358209
2,1987,369,2497.470588235294,815665.0588235294,86.588234,8.8823528,6941132.176470588
3,1987,369,685.3250000000001,177088.5375,45.412498,3.4000001,511234.875
4,1987,369,9755.833333333334,820883.6666666666,104.83334,7.6666665,1102207.666666667
5,1987,369,2866.230769230769,840567.7692307693,83.307693,6.3076925,7023100.153846154
6,1987,369,334.9230769230769,191893.1538461538,28.538462,2.4615386,1077415.384615385
7,1987,369,338.3333333333333,109827.3333333333,15,3,131969.6666666667
8,1987,369,165.1666666666667,769396.1666666666,52.5,4.6666665,11814251.66666667
9,1987,369,1602.080459770115,643835.6206896552,87.045975,8.298851,5361412.011494253
1,1987,371,300.8846153846154,397850.5,39.115383,5.6153846,499257.3461538461
2,1987,371,1397.714285714286,1247768,96.428574,5.8571429,7525854.428571428
3,1987,371,12504.2,3008839.4,171.5,18.4,10502604.5
4,1987,371,65.5,118960.5,65.5,3.5,396987
5,1987,371,196.4,339455.4,27.799999,5,1189284
6,1987,371,55.5,17541.25,11.25,1.25,50858.75
7,1987,371,78,14000,12,2,65461
8,1987,371,84,50917,26,4,147269
9,1987,371,3706.785714285714,5810522.357142857,411.07144,42.785713,78939177.5
1,1987,372,249.8,82735.5,19.4,5.0999999,98950.10000000001
2,1987,372,4759.2,1927675.6,106.6,12.4,4164650.6
3,1987,372,970.7272727272728,321529.1818181818,28.181818,6.090909,893923.4545454546
5,1987,372,44017,6507342,556,38,13397000
6,1987,372,0,17923,10,1,35915
7,1987,372,0,433712,64,10,805000
9,1987,372,394.3333333333333,250037,50.666668,11.333333,677088
1,1987,381,1042.62962962963,203537.8600823045,38.716049,9.497942,232991.1975308642
2,1987,381,14167.73134328358,300478.223880597,50.388062,10.492537,321271.3134328358
3,1987,381,1625.25,215282.6465517241,44.146553,8.215517,388648.5775862069
4,1987,381,1663.25,301621.5625,46.625,9.5,352953.9375
5,1987,381,1014.416666666667,301766.8333333333,54.166668,6.9583335,374907.8333333333
6,1987,381,376,235637.25,42.416668,3.8333333,686013.8333333334
7,1987,381,103.5454545454546,42118.18181818182,23.90909,2.3636363,25641.45454545454
8,1987,381,366.3333333333333,207867.1666666667,27,3,96404.16666666667
9,1987,381,534.5185185185185,191515.1666666667,34.888889,7.6666665,243982.7962962963
1,1987,382,1903.467153284671,204320.5693430657,40.992702,7.4014597,165057.700729927
2,1987,382,550.1176470588235,116024.7254901961,29.607843,5.0392156,92218.8431372549
3,1987,382,1481.389830508475,252967.3389830508,45.440678,5.2881355,504749
4,1987,382,2353.857142857143,672472.4285714285,68.285713,3.5714285,414396.4285714286
5,1987,382,1965.133333333333,394624.0666666667,44.799999,6.6666665,391437.4
6,1987,382,1162.75,95055,28.8125,10.0625,109224.4375
7,1987,382,139.25,38472.75,22.25,4,28691.75
8,1987,382,5816.5,482835.1666666667,71.5,5.8333335,170445.5
9,1987,382,458.4583333333333,86702.83333333333,28.375,3.75,73208.16666666667
1,1987,383,6978.704761904762,656500.0571428571,64.038094,29.619047,312910.7047619048
2,1987,383,3972.612903225806,930857.5483870967,71.129036,22.290323,853054
3,1987,383,3693.808510638298,230896.1914893617,37.829788,12.659575,318580.8510638298
4,1987,383,220074,2536141,145.5,142,822555.5
5,1987,383,475.8571428571428,670997.7142857143,58.857143,10.714286,982963.8571428572
6,1987,383,1671.25,276831.75,22,17,141502.25
7,1987,383,3172.666666666667,339048.7777777778,58,50.222221,223791.1111111111
8,1987,383,320,61331.5,16.5,3,30759
9,1987,383,4308.555555555556,271404.1111111111,38.222221,20.222221,306961.1111111111
1,1987,384,10175.31111111111,1586477.911111111,95.91111,13.7,419180.8111111111
2,1987,384,2068.777777777778,287444.7222222223,58.166668,11.222222,223572.3888888889
3,1987,384,1276.659574468085,1083135.361702128,60.021278,6.7659574,354535.7234042554
4,1987,384,1387.333333333333,242558.5,60.166668,4.8333335,262165.1666666667
5,1987,384,512.125,362038.75,84.333336,5.75,370182.625
6,1987,384,832.2222222222222,536566.7777777778,34.222221,4.7777777,129388.6666666667
7,1987,384,5846.4,477063.2,49,22,74173.60000000001
8,1987,384,424.6666666666667,489518,111.16666,4.6666665,782636.3333333334
9,1987,384,194.25,616927.4375,95.0625,8.1875,310349.6875
1,1987,385,494.4166666666667,107037,21.25,16.444445,128164.75
2,1987,385,189234,1461761.166666667,76.833336,41,694783.3333333334
3,1987,385,5851.947368421053,245950.7368421053,24.947369,15.473684,198507.1578947369
5,1987,385,1854.666666666667,328002,53.333332,44.666668,877416
6,1987,385,0,16510,4,6,8571
7,1987,385,86,14897,13,5,8658
9,1987,385,2113.5,260771.5,57,72.5,453413.5
1,1987,390,6072.059701492537,209091.7014925373,26.41791,25.223881,122474.328358209
2,1987,390,7735.619047619048,195820.2380952381,33.809525,22.333334,228938.8571428571
3,1987,390,856,102193.4,24.325001,14.125,227993.375
5,1987,390,1859.416666666667,384107,50.416668,45.416668,895802.5833333334
6,1987,390,201.8,34031.4,8.3999996,3.8,14149.6
9,1987,390,47.4,213971.2,47.400002,21.799999,865833
